GCF_000724175.1	microbial mat from hot spring
GCA_000724175.1	microbial mat from hot spring
GCF_000711825.1	
GCA_000711825.1	
GCF_000733415.1	
GCA_000733415.1	
GCF_000702765.1	
GCA_000702765.1	
GCF_000953195.1	
GCA_000953195.1	
GCF_000701585.1	
GCA_000701585.1	
GCF_000175575.2	
GCA_000175575.2	
GCF_000750615.1	
GCA_000750615.1	
GCA_000732185.1	Missing
GCF_000709715.1	Chilean copper mine
GCA_000709715.1	Chilean copper mine
GCF_000708775.1	sputum
GCF_000708795.1	urinary catheter
GCF_000731965.1	Missing
GCF_000734775.1	sputum
GCA_000708775.1	sputum
GCA_000708795.1	urinary catheter
GCA_000731965.1	Missing
GCA_000734775.1	sputum
GCF_000737145.1	unknown
GCA_000737145.1	unknown
GCF_000722975.1	
GCA_000722975.1	
GCF_000722965.1	
GCA_000722965.1	
GCF_000722985.1	
GCA_000722985.1	
GCF_000723125.1	
GCA_000723125.1	
GCF_000723145.1	
GCA_000723145.1	
GCF_000723045.1	
GCA_000723045.1	
GCF_000723055.1	
GCA_000723055.1	
GCF_000723075.1	
GCA_000723075.1	
GCF_000723065.1	
GCA_000723065.1	
GCF_000731975.1	wound
GCA_000731975.1	wound
GCF_000705635.1	water
GCA_000705635.1	water
GCF_000716095.1	Unknown
GCF_000718005.1	rice straw
GCA_000716095.1	Unknown
GCA_000718005.1	rice straw
GCF_000720965.1	soil
GCA_000720965.1	soil
GCA_000715965.1	soil
GCF_000711965.1	
GCA_000711965.1	
GCA_000715855.1	garden soil
GCF_000721705.1	rhizosphere of plant
GCA_000721705.1	rhizosphere of plant
GCF_000717315.1	forest soil
GCA_000717315.1	forest soil
GCA_000716705.1	sedge blade surface
GCF_000724605.1	Human blood, chronic pyelonephritis, 64-yr-old man
GCA_000724605.1	Human blood, chronic pyelonephritis, 64-yr-old man
GCF_000721855.1	compost
GCA_000721855.1	compost
GCF_000708085.1	clinical
GCA_000708085.1	clinical
GCF_000708065.1	clinical
GCF_000708105.1	clinical
GCF_000724965.1	soil
GCA_000708065.1	clinical
GCA_000708105.1	clinical
GCA_000724965.1	soil
GCF_000708125.1	river water
GCA_000708125.1	river water
GCF_000701085.1	Southeast Pahang tropical peat swamp forest soil
GCA_000701085.1	Southeast Pahang tropical peat swamp forest soil
GCF_000701665.1	
GCA_000701665.1	
GCF_000739935.1	
GCA_000739935.1	
GCF_000702405.1	
GCA_000702405.1	
GCF_000730975.1	
GCA_000730975.1	
